"","V1","V2","V3"
"1",0,0,0
"2",3.38922238205846,-3.38935979878648,1.06603261644471
"3",8.20027464168049,-3.78511286556119,1.965729527635
"4",12.9939927158211,-4.64580476125914,2.59132026356251
"5",17.9683741751441,-4.42337097382884,2.72899488868163
"6",22.9213627518526,-4.09417782194021,3.14014368248564
"7",27.8727098045147,-3.63508134889691,3.43215651709684
"8",34.8706659686838,-2.88677449483092,3.7594940796053
"9",41.6181025516184,-0.861378354589622,3.65503703133763
"10",48.6228735921322,-0.797956042141811,4.40829224447572
"11",55.4127788137337,1.67392815400677,4.8096326273442
"12",62.4129592060508,3.33358451262735,5.59421638543798
"13",69.5225410668383,4.62043630491947,6.00936974546307
"14",76.3513705312502,5.93740164286216,5.75553044543376
"15",83.1599935362215,7.23625991123722,5.13330784584058
"16",90.0556890397676,8.04806211683565,4.66142651080738
"17",95.6813015065941,8.97712709551826,4.59637598203495
"18",101.214092628185,10.2504223644009,4.06767040759013
"19",106.845462697167,11.1322433546352,3.91715790569563
"20",110.245730712936,11.3157414562787,3.91244610618848
"21",113.603580953583,11.2047770257202,3.35722559763856
"22",116.998011531642,11.4024740991509,3.17165127705485
"23",120.432729091703,11.3941137270767,3.18555377997232
"24",123.8602926922,11.173582813213,3.22648638857606
"25",127.288363694501,10.9650085248072,3.26973918894545
"26",131.411948002818,11.0394570707008,3.21726851021125
"27",135.519764932544,10.6971171569962,3.07156393858794
"28",139.564518431656,9.89033377036064,3.07298071612905
"29",143.974442654169,9.39532072723473,3.15823727587053
"30",148.41190775281,9.40579533129253,3.25053030175612
"31",152.705482279583,8.28279722258466,3.18905926210001
"32",156.141048146021,7.61884388244043,2.7905945877259
"33",159.491649338387,6.66099226045986,2.28202946726075
"34",162.934089796506,6.12037884800645,1.77208603606525
"35",165.232417968223,6.05651777720128,1.6724087952826
"36",167.499421861187,5.70063863307795,1.84610280964618
"37",169.799465429438,5.63281123204215,1.80788049807374
"38",173.582390209435,4.50939267096236,1.57701787011263
"39",177.254320757613,3.07292908576493,1.29193119545677
"40",181.131060616564,2.3858487814555,0.938375735929602
"41",184.065363937127,2.08746450160037,0.665280197798886
"42",186.968141853981,1.58954084983966,0.349070163799781
"43",189.914990979623,1.36342734974622,0.15276042602477
"44",194.73585254639,1.15070857605452,0.0554163521868888
"45",199.529804816326,0.598321418350227,-0.0258460977792409
"46",204.318864763726,1.16410604445059e-14,-7.88860905221012e-31
"47",130.982539018977,30.2460816177926,-34.3141347504181
"48",132.104358136166,32.4691589490162,-34.7181784953379
"49",133.248272151847,34.6128831616921,-35.3965262419373
"50",134.471089181444,36.6910490693193,-36.1378499143662
"51",135.957122093314,38.9456617734436,-36.767866632272
"52",137.652854663981,40.8419015030699,-37.8711130475235
"53",139.128218467113,43.1332922677103,-38.382286254107
"54",140.836443086963,45.5916093348677,-38.776240975948
"55",142.557494380204,48.0688502731521,-39.0321051725843
"56",144.376203949086,50.4039795355904,-39.5474361973261
"57",146.165483469712,52.2568720147387,-40.5156851869376
"58",148.095536196095,53.8010616874077,-41.7251266374859
"59",149.852418246548,55.6369660130368,-42.780980786
"60",152.504396813251,58.4943623149697,-43.9663563159262
"61",155.590373104765,60.863590106683,-45.2211159072055
"62",158.647422520323,63.3382395851798,-46.2352255033732
"63",161.413257556022,65.1798031387185,-46.8648805865695
"64",164.349616232361,66.7935905396856,-47.3246809614842
"65",167.179093711464,68.5604209240552,-47.8815262309008
"66",169.552385570866,69.5726530686049,-48.6487710930647
"67",171.948214696388,70.3413710350541,-49.6050195862091
"68",174.296164197366,70.9439340156305,-50.7753237024336
"69",202.718305874782,76.9353660755688,-48.5079159437106
"70",205.46169503901,76.0104812228296,-47.8290143563142
"71",208.111007114436,74.8824437455966,-47.0864300929076
"72",210.849687308122,73.9460549465966,-46.4038840279274
"73",214.614637285415,83.1290678356294,-58.2864792091049
"74",217.062821271405,81.6547465923704,-57.2995948242768
"75",218.921675688197,79.3844610916466,-56.5699665764176
"76",221.391859428467,77.7781018182616,-55.8920642012795
"77",225.228800287188,76.1260390416146,-55.242831898559
"78",229.135686082372,74.9565419162473,-54.128218145125
"79",232.842663908548,73.7444000779869,-52.4969272455067
"80",236.831585330094,72.5727898447438,-50.1610063318208
"81",240.272318917816,71.2252296512344,-47.1468979977044
"82",244.352496687158,71.2562199891635,-44.6789223555798
"83",143.156123492633,18.8731175472071,41.2588111794789
"84",145.860356158605,22.1431528951796,41.2876309417908
"85",148.678321774936,25.3002453191413,41.6027361484662
"86",151.871253054731,28.0782656689579,41.9111866273254
"87",155.178243061491,30.7081497523991,42.8882609573801
"88",158.152008510459,33.3978258780787,44.540154011811
"89",160.896771868309,36.2264514134222,46.3493744409829
"90",163.992778566653,39.3158529773409,48.3033526578687
"91",167.206974516697,42.2482214986449,50.3077809164997
"92",170.388051488061,45.1339807007534,52.4292830058545
"93",174.017322827313,47.9932595675162,54.9198859649123
"94",178.098858009757,50.3972649899859,57.1810199663495
"95",182.305575509411,52.7632494286438,59.244290832724
"96",184.948418174074,54.6304476339655,61.201858633334
"97",188.213156923821,56.1924256715568,62.2995761837455
"98",191.618735148249,57.5981470779264,63.1532133054641
"99",198.296695258182,59.8525922086324,63.8303557806274
"100",205.198709532764,61.4093667445472,63.5501027199919
"101",212.083809778241,62.4695707432866,62.2814774012326
"102",216.948776060253,63.1549518895301,61.814269282879
"103",221.687792309734,63.3697405982504,60.4528108830879
"104",226.498752154957,63.3254223050616,59.3536909735977
"105",229.207585765754,62.8618829245707,58.8679570363929
"106",231.872855654051,62.1149633917367,58.5105458997339
"107",234.604784633509,61.6979278500793,58.1216432272124
"108",238.583988540675,61.4671450995934,56.6753331161454
"109",242.347634739201,61.2777489667974,54.7315542917683
"110",246.266241892034,61.6087295261388,53.1459227850145
"111",234.395902063838,71.3151331950371,-51.0644301801499
"112",240.028705272333,68.8022923870438,-48.8305061746956
"113",245.549943335072,66.327199836891,-46.2965048825597
"114",249.608449244541,61.1902171935464,-45.8781024734069
"115",252.096085859179,57.4702096263805,-45.340405601806
"116",253.887079242851,53.3375128035573,-45.170256882661
"117",254.956558741441,49.0002044476708,-45.7702738695297
"118",256.036025509609,44.8864639091966,-46.817350408039
"119",256.852393776298,40.8057237042632,-48.1837494016228
"120",257.32030772031,36.5597501028773,-49.1521147916148
"121",257.09892358828,34.1624404619647,-49.4651088517383
"122",256.511399438811,31.8112744460333,-49.610945943109
"123",255.953009098439,29.4485634620779,-49.6121638826333
"124",255.624876047183,27.3552734061642,-49.3616920948292
"125",255.175766926874,25.8093818817853,-47.959393070331
"126",255.247734765959,23.683402643033,-48.1159101203013
"127",258.519996835206,26.4828672691121,-46.9560540610866
"128",259.179286775168,31.8650829896702,-46.58791267759
"129",260.446241519456,37.1412400103786,-46.2787908422958
"130",261.675765082967,42.4053814261659,-45.7175541900152
"131",262.265750735138,45.3241301498396,-45.0681155069311
"132",263.223131414801,48.1407277518493,-44.4058160648919
"133",264.671863391613,50.7507090846716,-43.7910146988312
"134",266.277039532444,52.6832589743593,-43.0741487613562
"135",268.176425637301,54.3239395300123,-42.3487902432032
"136",269.931519830082,55.5932414034051,-40.8881017986765
"137",273.29472142732,57.0699408413518,-40.7422603675109
"138",276.768496975529,58.2220453438678,-40.3977681373044
"139",280.215332378858,59.424613220253,-39.9655195455531
"140",282.966343316595,60.3178529876472,-39.7139185606868
"141",285.652481095601,61.2412332637699,-39.1123257237915
"142",287.211961034968,62.5327648676814,-37.0313576654334
"143",289.955854761539,64.2395187188577,-33.7836939875141
"144",293.300802003537,67.9968943616177,-34.6427400712882
"145",295.232644823889,67.1515788149008,-38.1360212883557
"146",296.554280608274,68.1713585803916,-38.506194865383
"147",297.695260809949,69.240617738646,-39.19762843509
"148",298.423506306492,70.5281425577769,-40.0552154852322
"149",231.230761614794,63.3985189981728,54.9898971917063
"150",235.833986326622,61.5586945512212,54.3632885908142
"151",240.501048804082,59.8930266787256,53.7216006082077
"152",244.735886857413,57.3128812147572,53.1080178471855
"153",248.321474082738,54.1515829338921,52.4137823748232
"154",251.344020428283,50.4034560446847,52.0297162703106
"155",253.322758415351,46.0109171292787,52.3819135416023
"156",255.538275059297,43.3369082512786,52.4050482479267
"157",254.085722772945,40.955274424867,54.4708698388631
"158",254.308302577414,37.6275508705207,55.4566678358762
"159",254.343181227362,34.6977013888193,55.694293949712
"160",253.954790421645,31.7843007800889,55.6338221544625
"161",254.246429151458,28.8603029014682,55.5507149688825
"162",255.439635582065,26.7084595774849,54.9345861063177
"163",255.01852885532,24.3698590530996,55.8219457061613
"164",255.600560137071,21.9012917159555,55.8589404658977
"165",256.029550312268,19.5751855780187,55.8819599215187
"166",256.319749160505,17.2445432446912,55.6011838144797
"167",257.924491418544,15.8080460826633,54.6230587052266
"168",260.282257552103,21.0175764750337,55.3562940140546
"169",260.431824854564,23.8417973127461,55.6509208686782
"170",260.431957705251,26.6808978199193,55.4908599730168
"171",260.997357687988,29.4670862673112,55.4362168422394
"172",261.696740789833,31.5438247204425,55.1960063888063
"173",262.47759792559,33.5334695135957,54.6559633439329
"174",263.216440433633,35.4648327711375,53.8918711783988
"175",264.155860284584,38.0501443145728,52.9514669769951
"176",265.173496161404,40.5657288957898,51.9087371730944
"177",266.931594192593,42.6542452722732,50.9099683462928
"178",270.329546958813,44.5774516391685,49.7443220694721
"179",271.727509674471,46.7709477256939,46.6135606948936
"180",274.969223439757,44.380080101602,46.8580809154852
"181",277.223727844083,45.1554798834842,45.969483502912
"182",279.124114391239,46.6811123362316,45.2376674554988
"183",280.874395687445,48.4374602144626,44.6670423436433
"184",282.373574867179,50.8929101035925,44.5109486097242
"185",282.662603279561,53.615259838898,43.6127029746085
"186",283.940515462494,56.136165295205,44.1724628513549
"187",287.084133461669,59.0568294926597,45.735304547265
"188",289.387088402419,58.30903236149,49.6188134287394
"189",291.868916491148,61.4343618297795,51.848549741996
"190",143.217852553912,15.4891050101822,-32.2394818624728
"191",143.955578895833,14.1461739370674,-30.827873861915
"192",145.001130843804,13.2642065374204,-29.2563438353811
"193",145.92578290371,12.0018133210236,-27.8809759602553
"194",147.280737682166,10.5971770719535,-25.9608775781135
"195",148.736758777432,9.56627494596541,-23.8858987052881
"196",149.909718968011,7.37865477674038,-22.7262941744604
"197",151.256077527094,5.33664172896313,-21.1877249284095
"198",153.280773712117,5.44024399202488,-19.1284854938272
"199",155.583036436438,5.23773268722447,-17.3940089230911
"200",157.6994376775,4.84095397372421,-15.5132143662495
"201",159.924626857517,4.60533101280838,-13.7336927365291
"202",162.510421769603,4.28842738717651,-12.5559848150333
"203",168.2277672301,3.50137515297635,-11.6348773532805
"204",173.941360816215,3.99933098425658,-10.5112088228549
"205",178.77325961972,0.946673163514443,-11.7309327864522
"206",177.36698692798,4.75537871701389,-8.97776723655135
"207",182.003835571099,3.22723321083662,-8.92842669916111
"208",186.587800629084,1.54701199508443,-8.97283101469986
"209",190.883304187923,-0.771540185953062,-8.87232185786776
"210",193.116740190263,-1.70003972337838,-9.60454170484736
"211",195.152315856383,-3.00392875522121,-10.3412636718277
"212",197.396591639717,-3.96057776486522,-11.0003434136542
"213",200.185087620514,-4.23946618853402,-11.6067261823936
"214",203.028074032166,-4.26184154830641,-11.9786810128733
"215",205.870337910314,-4.43156029627786,-12.3155132946932
"216",208.45947241332,-4.50802386018825,-12.7323776190304
"217",211.042574488772,-4.56546673537663,-13.1873514637444
"218",213.610277678755,-4.71136657340364,-13.7061153029378
"219",217.238503329963,-4.97050917638801,-14.6437989373772
"220",220.840116716788,-5.06607100376347,-15.8310867293934
"221",224.252277655749,-4.72748166486886,-17.2717274256464
"222",228.640103985397,-3.2958543906626,-19.6914238398057
