Landmarks,1441,v1.0,(mm)
#,Name,Type,X,Y,Z,NX,NY,NZ
185,Postorbital_RIGHT2.9.18,normal,-1.131499e+02,-4.304970e+01,-1.759607e+00,-4.225698e-01,-6.636994e-01,6.172016e-01
186,Postorbital_RIGHT2.9.19,normal,-1.150835e+02,-4.331891e+01,-3.878586e+00,-2.635328e-01,-8.362894e-01,4.808020e-01
187,Postorbital_RIGHT2.9.20,normal,-1.189516e+02,-4.453898e+01,-5.977233e+00,-3.547763e-01,-6.548536e-01,6.673085e-01
188,Postorbital_RIGHT2.9.21,normal,-1.210840e+02,-4.848205e+01,-5.055543e+00,1.537800e-01,-8.841076e-01,4.412545e-01
189,Postorbital_RIGHT2.9.22,normal,-1.243924e+02,-5.034149e+01,-7.604239e+00,-5.972557e-01,-5.278590e-01,6.038630e-01
190,Orbit_LEFT.10.01,normal,3.371254e+01,2.795547e+01,4.696838e+00,7.179747e-01,4.543627e-01,5.273205e-01
191,Orbit_LEFT.10.02,normal,3.332498e+01,2.640036e+01,6.027917e+00,6.122950e-01,1.305438e-01,7.797776e-01
192,Orbit_LEFT.10.03,normal,3.251074e+01,2.473884e+01,6.985579e+00,6.044909e-01,4.376789e-01,6.656035e-01
193,Orbit_LEFT.10.04,normal,3.192261e+01,2.322892e+01,8.294968e+00,5.194903e-01,2.415981e-01,8.196099e-01
194,Orbit_LEFT.10.05,normal,3.094240e+01,2.116168e+01,9.798760e+00,2.450405e-01,8.084192e-01,5.351763e-01
195,Orbit_LEFT.10.06,normal,2.975827e+01,1.898309e+01,1.095629e+01,1.099053e-01,-2.390749e-01,9.647612e-01
196,Orbit_LEFT.10.07,normal,2.919034e+01,1.758232e+01,1.324135e+01,5.293181e-01,4.647198e-01,7.098295e-01
197,Orbit_LEFT.10.08,normal,2.840410e+01,1.582163e+01,1.539344e+01,2.331057e-01,5.533372e-01,7.996749e-01
198,Orbit_LEFT.10.09,normal,2.636435e+01,1.378780e+01,1.562485e+01,4.032276e-01,-3.571686e-01,8.425189e-01
199,Orbit_LEFT.10.10,normal,2.415131e+01,1.204184e+01,1.626039e+01,7.058539e-01,-5.002304e-01,5.015376e-01
200,Orbit_LEFT.10.11,normal,2.216537e+01,1.012839e+01,1.701453e+01,4.988129e-01,-3.665429e-01,7.853865e-01
201,Orbit_LEFT.10.12,normal,2.003406e+01,8.333901e+00,1.765563e+01,3.905448e-01,-5.288617e-01,7.535120e-01
202,Orbit_LEFT.10.13,normal,1.759700e+01,7.128120e+00,1.853914e+01,4.804883e-01,-5.197982e-01,7.063575e-01
203,Orbit_LEFT.10.14,normal,1.228479e+01,6.124195e+00,2.075916e+01,3.813272e-01,-3.968882e-01,8.349068e-01
204,Orbit_LEFT.10.15,normal,6.619548e+00,5.065193e+00,2.172833e+01,2.188658e-01,-8.423464e-01,4.924941e-01
205,Orbit_LEFT.10.16,normal,2.843484e+00,5.930378e+00,2.610400e+01,4.653765e-01,7.039095e-01,5.365968e-01
206,Frontal_Orbit_LEFT.11.01,normal,3.071259e+00,3.628143e+00,2.177831e+01,4.408712e-01,-7.049876e-01,5.555404e-01
207,Frontal_Orbit_LEFT.11.02,normal,-9.725885e-01,3.405889e+00,2.450520e+01,6.667387e-01,-3.229831e-01,6.716706e-01
208,Frontal_Orbit_LEFT.11.03,normal,-4.921189e+00,3.259466e+00,2.737312e+01,2.027981e-01,-8.303493e-01,5.190309e-01
209,Frontal_Orbit_LEFT.11.04,normal,-8.422932e+00,2.896423e+00,3.075589e+01,5.880941e-01,-6.750724e-01,4.454464e-01
210,Frontal_Orbit_LEFT.11.05,normal,-1.029459e+01,3.518559e+00,3.233587e+01,4.214174e-01,-8.293682e-01,3.668187e-01
211,Frontal_Orbit_LEFT.11.06,normal,-1.187351e+01,4.102442e+00,3.422069e+01,2.048904e-01,-8.620965e-01,4.634754e-01
212,Frontal_Orbit_LEFT.11.07,normal,-1.375021e+01,4.648712e+00,3.582254e+01,1.322394e-01,-7.961719e-01,5.904433e-01
213,Frontal_Orbit_LEFT.11.08,normal,-1.633665e+01,5.219792e+00,3.692044e+01,4.986905e-01,-2.769655e-01,8.213392e-01
214,Frontal_Orbit_LEFT.11.09,normal,-1.905276e+01,5.587151e+00,3.776259e+01,1.547759e-01,-5.564800e-01,8.163177e-01
215,Frontal_Orbit_LEFT.11.10,normal,-2.172911e+01,5.902855e+00,3.874147e+01,2.313606e-01,-4.516804e-01,8.616595e-01
216,Frontal_Orbit_LEFT.11.11,normal,-2.418496e+01,6.308647e+00,3.957055e+01,-1.780152e-01,-5.487517e-01,8.168122e-01
217,Frontal_Orbit_LEFT.11.12,normal,-2.663900e+01,6.754464e+00,4.038397e+01,2.958831e-01,-6.604846e-01,6.900822e-01
218,Frontal_Orbit_LEFT.11.13,normal,-2.905212e+01,7.253593e+00,4.128465e+01,-5.119894e-03,-6.743095e-01,7.384311e-01
219,Frontal_Orbit_LEFT.11.14,normal,-3.244106e+01,8.156177e+00,4.263033e+01,-5.233674e-02,-6.645772e-01,7.453845e-01
220,Frontal_Orbit_LEFT.11.15,normal,-3.584118e+01,9.325349e+00,4.383972e+01,1.851909e-02,-5.606784e-01,8.278266e-01
221,Frontal_Orbit_LEFT.11.16,normal,-3.916953e+01,1.079559e+01,4.461005e+01,6.288379e-02,-4.835847e-01,8.730358e-01
222,Frontal_Orbit_LEFT.11.17,normal,-4.370338e+01,1.336299e+01,4.471089e+01,-2.555071e-01,-1.658824e-01,9.524700e-01
223,Frontal_Orbit_LEFT.11.18,normal,-4.804692e+01,1.623234e+01,4.447349e+01,-5.058988e-01,9.507964e-02,8.573367e-01
224,Frontal_Orbit_LEFT.11.19,normal,-5.219390e+01,1.933193e+01,4.387878e+01,3.493669e-01,7.355199e-01,5.804768e-01
225,Frontal_Orbit_LEFT.11.20,normal,-5.580323e+01,2.222183e+01,4.298962e+01,-9.750367e-02,-2.803961e-02,9.948401e-01
226,Frontal_Orbit_LEFT.11.21,normal,-5.900758e+01,2.558271e+01,4.221157e+01,2.927655e-01,5.979437e-01,7.461580e-01
227,Frontal_Orbit_LEFT.11.22,normal,-6.206570e+01,2.886970e+01,4.079230e+01,-1.470449e-01,-2.168982e-01,9.650560e-01
228,Frontal_Orbit_LEFT.11.23,normal,-6.501163e+01,3.248999e+01,3.829378e+01,1.282948e-01,1.781540e-01,9.756033e-01
229,Frontal_Orbit_LEFT.11.24,normal,-6.813429e+01,3.635820e+01,3.647361e+01,1.188769e-01,5.518330e-01,8.254385e-01
230,Frontal_Orbit_LEFT.11.25,normal,-7.070899e+01,4.004675e+01,3.368213e+01,-1.566211e-01,4.374002e-01,8.855230e-01
231,Orbit_RIGHT.12.01,normal,2.592184e+01,-4.745444e+01,3.427429e+00,8.805265e-01,-4.406148e-01,1.747329e-01
232,Orbit_RIGHT.12.02,normal,2.596779e+01,-4.420188e+01,4.710856e+00,9.946030e-01,1.029483e-01,1.290447e-02
233,Orbit_RIGHT.12.03,normal,2.446829e+01,-4.113602e+01,5.473104e+00,7.665077e-01,-1.504608e-01,6.243616e-01
234,Orbit_RIGHT.12.04,normal,2.388874e+01,-3.787340e+01,6.589981e+00,9.828526e-01,-1.286962e-01,1.320537e-01
235,Orbit_RIGHT.12.05,normal,2.272560e+01,-3.410875e+01,7.463985e+00,9.469267e-01,2.342925e-01,2.200843e-01
236,Orbit_RIGHT.12.06,normal,2.053960e+01,-3.077493e+01,8.094278e+00,9.171615e-01,1.550898e-01,3.670993e-01
237,Orbit_RIGHT.12.07,normal,1.907251e+01,-2.722295e+01,9.327011e+00,9.973602e-01,-7.108437e-02,-1.481939e-02
238,Orbit_RIGHT.12.08,normal,1.975422e+01,-2.549181e+01,1.129292e+01,7.696281e-01,3.894403e-01,5.059734e-01
239,Orbit_RIGHT.12.09,normal,1.816399e+01,-2.400725e+01,1.290353e+01,7.765560e-01,3.799433e-01,5.025974e-01
240,Orbit_RIGHT.12.10,normal,1.641722e+01,-2.238676e+01,1.418782e+01,5.962849e-01,-1.625535e-01,7.861431e-01
241,Orbit_RIGHT.12.11,normal,1.487000e+01,-2.127634e+01,1.554782e+01,5.959361e-01,1.622032e-01,7.864797e-01
242,Orbit_RIGHT.12.12,normal,1.318901e+01,-2.039775e+01,1.691857e+01,6.757240e-01,8.054974e-02,7.327406e-01
243,Orbit_RIGHT.12.13,normal,1.141760e+01,-1.948319e+01,1.814424e+01,5.954357e-01,3.841593e-01,7.056047e-01
244,Orbit_RIGHT.12.14,normal,1.074878e+01,-1.902369e+01,1.854825e+01,6.096625e-01,5.435406e-01,5.769534e-01
245,Orbit_RIGHT.12.15,normal,1.005447e+01,-1.854007e+01,1.887341e+01,6.305874e-01,4.963673e-01,5.966399e-01
246,Orbit_RIGHT.12.16,normal,9.328430e+00,-1.814248e+01,1.924278e+01,5.594998e-01,6.733536e-01,4.832754e-01
247,Orbit_RIGHT.12.17,normal,7.695786e+00,-1.766867e+01,1.999648e+01,5.293711e-01,6.643567e-01,5.276328e-01
248,Orbit_RIGHT.12.18,normal,6.100281e+00,-1.721277e+01,2.083588e+01,4.865116e-01,5.854506e-01,6.485015e-01
249,Orbit_RIGHT.12.19,normal,4.567787e+00,-1.686599e+01,2.183051e+01,5.179746e-01,7.386962e-01,4.313123e-01
250,Orbit_RIGHT.12.20,normal,3.358637e+00,-1.675200e+01,2.278260e+01,2.766320e-01,9.105179e-01,3.072980e-01
251,Orbit_RIGHT.12.21,normal,2.204340e+00,-1.684472e+01,2.380272e+01,4.468596e-01,6.943911e-01,5.640367e-01
252,Orbit_RIGHT.12.22,normal,1.164155e+00,-1.712024e+01,2.490886e+01,4.770215e-01,6.296214e-01,6.132106e-01
253,Frontal_Orbit_RIGHT.13.01,normal,4.270260e+00,-1.349350e+01,1.583014e+01,1.215101e-01,7.937557e-01,5.959759e-01
254,Frontal_Orbit_RIGHT.13.02,normal,-2.032408e+00,-1.406863e+01,2.122454e+01,9.799251e-02,9.907280e-01,9.410452e-02
255,Frontal_Orbit_RIGHT.13.03,normal,-8.105756e+00,-1.439214e+01,2.689537e+01,-2.180314e-01,7.071345e-01,6.726241e-01
256,Frontal_Orbit_RIGHT.13.04,normal,-1.418197e+01,-1.526717e+01,3.250523e+01,3.684361e-01,-2.981253e-01,8.805544e-01
257,Frontal_Orbit_RIGHT.13.05,normal,-1.760537e+01,-1.597854e+01,3.381944e+01,6.182431e-01,-3.040551e-01,7.247938e-01
258,Frontal_Orbit_RIGHT.13.06,normal,-2.048154e+01,-1.761764e+01,3.554969e+01,5.870335e-01,4.872743e-01,6.464948e-01
259,Frontal_Orbit_RIGHT.13.07,normal,-2.281017e+01,-1.847591e+01,3.834146e+01,1.559021e-01,5.550319e-01,8.170888e-01
260,Frontal_Orbit_RIGHT.13.08,normal,-2.476197e+01,-1.961104e+01,3.853478e+01,-5.463297e-01,3.582771e-01,7.570742e-01
261,Frontal_Orbit_RIGHT.13.09,normal,-2.674414e+01,-2.026702e+01,3.941545e+01,3.653739e-01,4.851231e-01,7.944542e-01
262,Frontal_Orbit_RIGHT.13.10,normal,-2.862436e+01,-2.084108e+01,4.054276e+01,3.326749e-01,3.383253e-01,8.802633e-01
263,Frontal_Orbit_RIGHT.13.11,normal,-3.096315e+01,-2.158087e+01,4.189846e+01,2.719459e-01,3.629422e-01,8.912455e-01
264,Frontal_Orbit_RIGHT.13.12,normal,-3.342543e+01,-2.239346e+01,4.296246e+01,2.644674e-01,4.635744e-01,8.456689e-01
265,Frontal_Orbit_RIGHT.13.13,normal,-3.593664e+01,-2.334072e+01,4.376973e+01,2.121701e-01,2.909121e-01,9.329277e-01
266,Frontal_Orbit_RIGHT.13.14,normal,-3.881477e+01,-2.451400e+01,4.460490e+01,1.589610e-01,2.449245e-01,9.564223e-01
267,Frontal_Orbit_RIGHT.13.15,normal,-4.170380e+01,-2.579732e+01,4.520858e+01,5.807991e-03,2.331501e-01,9.724234e-01
268,Frontal_Orbit_RIGHT.13.16,normal,-4.456073e+01,-2.723125e+01,4.558220e+01,2.461857e-01,3.664184e-02,9.685299e-01
269,Frontal_Orbit_RIGHT.13.17,normal,-4.815091e+01,-2.924838e+01,4.618809e+01,1.902664e-01,-3.685924e-01,9.099112e-01
270,Frontal_Orbit_RIGHT.13.18,normal,-5.205003e+01,-3.059817e+01,4.564047e+01,6.436766e-01,-7.500498e-01,-1.520064e-01
271,Frontal_Orbit_RIGHT.13.19,normal,-5.487804e+01,-3.359412e+01,4.623412e+01,4.345154e-01,-8.354541e-01,3.364711e-01
272,Frontal_Orbit_RIGHT.13.20,normal,-5.859526e+01,-3.671031e+01,4.591331e+01,5.413967e-01,-7.004589e-01,4.650236e-01
273,Frontal_Orbit_RIGHT.13.21,normal,-6.109492e+01,-4.084090e+01,4.534803e+01,1.421042e-01,8.482254e-02,9.862107e-01
274,Frontal_Orbit_RIGHT.13.22,normal,-6.422949e+01,-4.442560e+01,4.437032e+01,4.441916e-01,-7.984799e-01,-4.063543e-01
275,Frontal_Orbit_RIGHT.13.23,normal,-6.814162e+01,-4.646093e+01,4.313974e+01,4.755312e-01,-8.727506e-01,-1.103466e-01
276,Frontal_Orbit_RIGHT.13.24,normal,-6.958315e+01,-4.986541e+01,4.043882e+01,7.937775e-01,-1.318838e-01,-5.937373e-01
277,Frontal_Orbit_RIGHT.13.25,normal,-7.014154e+01,-5.345517e+01,3.765260e+01,5.070841e-01,-8.568500e-01,9.313373e-02
278,Frontal_Orbit_RIGHT.13.26,normal,-7.160132e+01,-5.549660e+01,3.378761e+01,3.458832e-01,-9.288639e-01,1.325768e-01
279,Frontal_Orbit_RIGHT.13.27,normal,-7.523371e+01,-5.010804e+01,3.813381e+01,2.375300e-01,-1.999388e-01,-9.505809e-01
280,Frontal_Orbit_RIGHT.13.28,normal,-7.338577e+01,-5.763953e+01,2.492887e+01,-3.637229e-02,-9.988861e-01,-3.006112e-02
281,Palatine_RIGHT_2.14.01,normal,-7.576715e+01,-2.430202e+01,-3.335612e+01,2.243197e-01,6.471887e-01,-7.285790e-01
282,Palatine_RIGHT_2.14.02,normal,-7.148306e+01,-2.525972e+01,-3.291661e+01,7.452354e-01,2.301966e-01,-6.258065e-01
283,Palatine_RIGHT_2.14.03,normal,-6.780642e+01,-2.360547e+01,-3.579140e+01,-7.019486e-02,1.773342e-01,-9.816442e-01
284,Palatine_RIGHT_2.14.04,normal,-6.318035e+01,-2.311809e+01,-3.644687e+01,-2.848241e-01,2.086622e-01,-9.355937e-01
285,Palatine_RIGHT_2.14.05,normal,-5.966402e+01,-2.283049e+01,-3.664727e+01,-2.547660e-02,2.809451e-01,-9.593856e-01
286,Palatine_RIGHT_2.14.06,normal,-5.615509e+01,-2.258032e+01,-3.631266e+01,2.217108e-01,-1.535682e-01,-9.629440e-01
287,Palatine_RIGHT_2.14.07,normal,-5.275775e+01,-2.200054e+01,-3.553180e+01,2.242729e-01,-2.698033e-01,-9.364336e-01
288,Palatine_RIGHT_2.14.08,normal,-4.833405e+01,-2.078026e+01,-3.492537e+01,2.945118e-01,-2.354575e-01,-9.261871e-01
289,Palatine_RIGHT_2.14.09,normal,-4.428248e+01,-1.862167e+01,-3.394466e+01,8.585925e-01,4.814181e-01,1.762265e-01
290,Palatine_RIGHT_2.14.10,normal,-3.977887e+01,-1.788689e+01,-3.394925e+01,5.873870e-02,-8.652859e-01,-4.978254e-01
291,Palatine_RIGHT_2.14.11,normal,-3.535359e+01,-1.617377e+01,-3.400509e+01,1.727728e-01,-2.265944e-01,-9.585430e-01
292,Palatine_RIGHT_2.14.12,normal,-3.157063e+01,-1.348093e+01,-3.302623e+01,-6.067512e-01,3.017097e-02,-7.943192e-01
293,Palatine_RIGHT_2.14.13,normal,-2.754044e+01,-1.120665e+01,-3.197366e+01,-5.100565e-02,4.766686e-01,-8.776022e-01
294,Palatine_RIGHT_2.14.14,normal,-2.473173e+01,-1.001386e+01,-3.080216e+01,-6.181532e-03,5.181345e-01,-8.552769e-01
295,Palatine_RIGHT_2.14.15,normal,-2.193371e+01,-8.415538e+00,-3.025406e+01,-4.478936e-01,7.464206e-01,-4.921866e-01
296,Palatine_RIGHT_2.14.16,normal,-1.914194e+01,-6.788742e+00,-2.976062e+01,-2.147895e-01,2.449287e-01,-9.454499e-01
297,Palatine_RIGHT_2.14.17,normal,-1.907801e+01,-6.690912e+00,-2.974980e+01,-2.147896e-01,2.449287e-01,-9.454499e-01
298,Palatine_RIGHT_2.14.18,normal,-1.903883e+01,-6.582516e+00,-2.972769e+01,-5.220272e-02,3.269284e-01,-9.436062e-01
299,Palatine_RIGHT_2.14.19,normal,-1.905607e+01,-6.481098e+00,-2.967120e+01,-1.086149e-01,5.041345e-01,-8.567679e-01
300,Palatine_LEFT_2.15.01,normal,-2.213818e+01,1.402527e+00,-3.287842e+01,-1.212292e-02,-6.594704e-01,-7.516327e-01
301,Palatine_LEFT_2.15.02,normal,-2.520406e+01,2.431560e+00,-3.398635e+01,-1.125667e-01,-8.851732e-01,-4.514392e-01
302,Palatine_LEFT_2.15.03,normal,-2.825030e+01,3.252572e+00,-3.530270e+01,4.457471e-01,-5.314125e-01,-7.203543e-01
303,Palatine_LEFT_2.15.04,normal,-3.136939e+01,4.572807e+00,-3.576500e+01,-3.817827e-01,4.059272e-02,-9.233603e-01
304,Palatine_LEFT_2.15.05,normal,-3.366177e+01,5.904919e+00,-3.509386e+01,3.813891e-02,4.922380e-01,-8.696248e-01
305,Palatine_LEFT_2.15.06,normal,-3.572299e+01,7.334346e+00,-3.400377e+01,1.119000e-01,5.208762e-01,-8.462662e-01
306,Palatine_LEFT_2.15.07,normal,-3.751027e+01,8.973644e+00,-3.273940e+01,-5.206115e-01,-1.891792e-01,-8.325713e-01
307,Palatine_LEFT_2.15.08,normal,-3.838537e+01,1.133165e+01,-3.155202e+01,-3.196090e-01,-8.978258e-01,-3.029174e-01
308,Palatine_LEFT_2.15.09,normal,-4.059268e+01,1.236248e+01,-3.289363e+01,-1.646999e-01,-5.888177e-01,-7.913075e-01
309,Palatine_LEFT_2.15.10,normal,-4.284840e+01,1.378319e+01,-3.368607e+01,-2.862263e-01,-8.318641e-01,-4.754753e-01
310,Palatine_LEFT_2.15.11,normal,-4.597412e+01,1.527079e+01,-3.468537e+01,-4.386928e-01,-5.802871e-01,-6.861600e-01
311,Palatine_LEFT_2.15.12,normal,-4.914363e+01,1.668324e+01,-3.565528e+01,-2.518570e-01,-7.290664e-01,-6.364199e-01
312,Palatine_LEFT_2.15.13,normal,-5.239474e+01,1.807431e+01,-3.634578e+01,4.392001e-01,-5.324966e-01,-7.235680e-01
313,Palatine_LEFT_2.15.14,normal,-5.557824e+01,1.998951e+01,-3.595051e+01,2.319285e-03,-3.596619e-02,-9.993503e-01
314,Palatine_LEFT_2.15.15,normal,-5.894429e+01,2.160885e+01,-3.587086e+01,-2.782495e-01,-4.622256e-02,-9.593960e-01
315,Palatine_LEFT_2.15.16,normal,-6.211799e+01,2.354278e+01,-3.548872e+01,-7.988045e-01,-4.909930e-01,-3.476166e-01
316,Palatine_LEFT_2.15.17,normal,-6.381629e+01,2.681685e+01,-3.448387e+01,-8.058890e-01,-3.214401e-01,-4.972114e-01
317,Palatine_LEFT_2.15.18,normal,-6.713417e+01,2.575765e+01,-3.631626e+01,-5.623411e-01,-8.063086e-01,-1.834094e-01
318,Palatine_LEFT_2.15.19,normal,-7.055637e+01,2.750958e+01,-3.679987e+01,-2.728061e-01,-6.854558e-01,-6.750757e-01
319,Palatine_LEFT_2.15.20,normal,-7.224649e+01,2.833406e+01,-3.728590e+01,-4.548585e-01,-5.749493e-01,-6.801007e-01
320,Palatine_LEFT_2.15.21,normal,-7.356977e+01,2.966286e+01,-3.678045e+01,4.943233e-01,3.090014e-02,-8.687288e-01
321,Palatine_LEFT_2.15.22,normal,-7.433846e+01,3.059918e+01,-3.829868e+01,2.163179e-02,2.692277e-01,-9.628336e-01
322,Basipterygoid_Basisphenoid_RIGHT.16.01,normal,-1.089708e+02,-8.070414e+00,-3.967625e+01,-1.378023e-01,-3.133021e-01,-9.396022e-01
323,Basipterygoid_Basisphenoid_RIGHT.16.02,normal,-1.082686e+02,-9.840053e+00,-3.814414e+01,6.517934e-01,-6.566820e-01,-3.793868e-01
324,Basipterygoid_Basisphenoid_RIGHT.16.03,normal,-1.073471e+02,-1.196165e+01,-3.735541e+01,8.878924e-01,-1.099943e-01,-4.467086e-01
325,Basipterygoid_Basisphenoid_RIGHT.16.04,normal,-1.052513e+02,-1.321057e+01,-3.721529e+01,-3.711633e-02,8.255293e-01,-5.631375e-01
326,Basipterygoid_Basisphenoid_RIGHT.16.05,normal,-1.035964e+02,-1.277881e+01,-3.850209e+01,3.175617e-02,-2.652608e-01,-9.636536e-01
327,Basipterygoid_Basisphenoid_RIGHT.16.06,normal,-1.016899e+02,-1.355098e+01,-3.790984e+01,4.870154e-02,-5.574946e-01,-8.287508e-01
328,Basipterygoid_Basisphenoid_RIGHT.16.07,normal,-9.956349e+01,-1.365319e+01,-3.813156e+01,-2.385860e-01,-4.696193e-01,-8.500203e-01
329,Basipterygoid_Basisphenoid_RIGHT.16.08,normal,-9.819360e+01,-1.396170e+01,-3.832958e+01,-2.473225e-01,-6.259147e-01,-7.396367e-01
330,Basipterygoid_Basisphenoid_RIGHT.16.09,normal,-9.681465e+01,-1.429204e+01,-3.835352e+01,-2.143237e-01,-6.210337e-01,-7.539115e-01
331,Basipterygoid_Basisphenoid_RIGHT.16.10,normal,-9.547408e+01,-1.475156e+01,-3.840625e+01,-2.600510e-01,-5.551116e-01,-7.900789e-01
332,Basipterygoid_Basisphenoid_RIGHT.16.11,normal,-9.378664e+01,-1.544191e+01,-3.844260e+01,-6.605060e-02,-5.881683e-01,-8.060368e-01
333,Basipterygoid_Basisphenoid_RIGHT.16.12,normal,-9.217279e+01,-1.628707e+01,-3.852365e+01,-2.282808e-01,-8.616342e-02,-9.697751e-01
334,Basipterygoid_Basisphenoid_RIGHT.16.13,normal,-9.067209e+01,-1.729749e+01,-3.875235e+01,-9.281751e-02,-7.367208e-02,-9.929539e-01
335,Basipterygoid_Basisphenoid_RIGHT.16.14,normal,-8.881322e+01,-1.870962e+01,-3.889141e+01,-1.224915e-01,2.051113e-01,-9.710435e-01
336,Basipterygoid_Basisphenoid_RIGHT.16.15,normal,-8.706117e+01,-2.025472e+01,-3.899960e+01,-4.691910e-02,1.001123e-01,-9.938693e-01
337,Basipterygoid_Basisphenoid_RIGHT.16.16,normal,-8.548883e+01,-2.198554e+01,-3.897162e+01,-8.070218e-03,5.714401e-03,-9.999512e-01
338,Basipterygoid_Basisphenoid_RIGHT.16.17,normal,-8.209066e+01,-2.061289e+01,-3.643220e+01,-7.222110e-01,-6.281691e-01,2.895080e-01
339,Basipterygoid_Basisphenoid_RIGHT.16.18,normal,-8.077996e+01,-2.438034e+01,-3.446422e+01,-6.072035e-01,4.592920e-01,-6.483479e-01
340,Basipterygoid_Basisphenoid_RIGHT.16.19,normal,-8.172829e+01,-2.861200e+01,-3.547685e+01,-6.016402e-02,7.738708e-01,-6.304795e-01
341,Basipterygoid_Basisphenoid_RIGHT.16.20,normal,-8.168887e+01,-2.864715e+01,-3.552377e+01,-6.016402e-02,7.738708e-01,-6.304795e-01
342,Basipterygoid_Basisphenoid_RIGHT.16.21,normal,-8.166356e+01,-2.868763e+01,-3.557586e+01,-6.016402e-02,7.738708e-01,-6.304795e-01
343,Basipterygoid_Basisphenoid_RIGHT.16.22,normal,-8.164636e+01,-2.874510e+01,-3.561316e+01,-2.340299e-02,4.713750e-01,-8.816224e-01
344,Basipterygoid_Basisphenoid_LEFT.17.01,normal,-1.055777e+02,2.426751e+01,-3.867799e+01,-9.337766e-02,3.006017e-01,-9.491677e-01
345,Basipterygoid_Basisphenoid_LEFT.17.02,normal,-1.033645e+02,2.505523e+01,-3.847441e+01,-9.472630e-03,3.693890e-01,-9.292266e-01
346,Basipterygoid_Basisphenoid_LEFT.17.03,normal,-1.011177e+02,2.567102e+01,-3.810957e+01,-5.690841e-02,5.380829e-01,-8.409687e-01
347,Basipterygoid_Basisphenoid_LEFT.17.04,normal,-9.883574e+01,2.623941e+01,-3.793701e+01,-4.754891e-02,6.685961e-01,-7.421041e-01
348,Basipterygoid_Basisphenoid_LEFT.17.05,normal,-9.730254e+01,2.648281e+01,-3.797445e+01,-5.818527e-02,4.837984e-01,-8.732432e-01
349,Basipterygoid_Basisphenoid_LEFT.17.06,normal,-9.576035e+01,2.661836e+01,-3.809594e+01,-1.681616e-01,4.876501e-01,-8.566908e-01
350,Basipterygoid_Basisphenoid_LEFT.17.07,normal,-9.423681e+01,2.688148e+01,-3.824083e+01,-8.399501e-02,4.903069e-01,-8.674929e-01
351,Basipterygoid_Basisphenoid_LEFT.17.08,normal,-9.253003e+01,2.737616e+01,-3.836836e+01,-1.868399e-01,3.397569e-01,-9.217679e-01
352,Basipterygoid_Basisphenoid_LEFT.17.09,normal,-9.085748e+01,2.797681e+01,-3.849435e+01,-1.194755e-01,4.923162e-01,-8.621778e-01
353,Basipterygoid_Basisphenoid_LEFT.17.10,normal,-8.921940e+01,2.867041e+01,-3.859264e+01,-2.948239e-01,3.992308e-01,-8.681554e-01
354,Basipterygoid_Basisphenoid_LEFT.17.11,normal,-8.579048e+01,3.028026e+01,-3.865699e+01,-3.778984e-01,7.845852e-01,-4.915475e-01
355,Basipterygoid_Basisphenoid_LEFT.17.12,normal,-8.243568e+01,3.203348e+01,-3.881172e+01,-4.671708e-01,6.806654e-01,-5.643103e-01
356,Basipterygoid_Basisphenoid_LEFT.17.13,normal,-7.925018e+01,3.398393e+01,-3.944572e+01,-2.762409e-01,4.335546e-01,-8.577421e-01
357,Basipterygoid_Basisphenoid_LEFT.17.14,normal,-7.923965e+01,3.394009e+01,-3.947227e+01,-3.089683e-01,4.505120e-01,-8.376023e-01
358,Basipterygoid_Basisphenoid_LEFT.17.15,normal,-7.925771e+01,3.389436e+01,-3.949020e+01,-3.089683e-01,4.505120e-01,-8.376023e-01
359,Basipterygoid_Basisphenoid_LEFT.17.16,normal,-7.928944e+01,3.385398e+01,-3.950024e+01,-3.089683e-01,4.505120e-01,-8.376023e-01
360,Basisphenoid_RIGHT.18.1,normal,-1.047495e+02,7.467228e+00,-3.889233e+01,5.555349e-01,4.743448e-01,-6.829187e-01
361,Basisphenoid_RIGHT.18.2,normal,-1.057507e+02,5.146661e+00,-3.790415e+01,4.994492e-01,5.550921e-01,-6.651492e-01
362,Basisphenoid_RIGHT.18.3,normal,-1.059312e+02,2.579158e+00,-3.874490e+01,3.435051e-01,1.102180e-01,-9.326609e-01
363,Basisphenoid_RIGHT.18.4,normal,-1.065522e+02,-4.448318e-02,-3.902065e+01,2.166302e-01,-9.113000e-02,-9.719912e-01
364,Basisphenoid_RIGHT.18.5,normal,-1.270597e+02,2.444542e+01,-1.165152e+01,7.155145e-01,-6.581524e-01,2.342527e-01
365,Basisphenoid_RIGHT.18.6,normal,-1.266139e+02,2.978983e+01,1.006978e+00,6.325327e-01,-6.530421e-01,-4.164595e-01
366,Basisphenoid_RIGHT.18.7,normal,-1.090913e+02,-8.195316e+00,-3.971552e+01,-2.166428e-02,-2.989664e-02,-9.993182e-01
367,Basisphenoid_LEFT.19.1,normal,-1.045381e+02,9.005894e+00,-3.844363e+01,-8.682616e-01,-2.867921e-01,-4.048114e-01
368,Basisphenoid_LEFT.19.2,normal,-1.051198e+02,1.185025e+01,-3.895409e+01,1.375320e-01,-9.502549e-02,-9.859286e-01
369,Basisphenoid_LEFT.19.3,normal,-1.054350e+02,1.477819e+01,-3.908439e+01,5.179994e-01,-1.388321e-01,-8.440393e-01
